_key,neutral,happy,sad,angry,fearful,disgusted,surprised
1,0.9947872757911682,0.0010997181525453925,0.000015218918633763678,0.001849232823587954,0.0000011516370932440623,2.880786951209302e-7,0.002247181721031666
2,0.9977328777313232,0.0002483166172169149,0.0000018997659481101437,0.00006671952723991126,1.0540571082628958e-7,5.953431525540509e-8,0.0019497891189530492
3,0.9977328777313232,0.0002483166172169149,0.0000018997659481101437,0.00006671952723991126,1.0540571082628958e-7,5.953431525540509e-8,0.0019497891189530492
